Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Interleukin-2 signaling pathway	76/847	1.9542371408720405E-15	1.8623879952510545E-12	0	0	3.1287328034409745	105.96635200696632	ITK;ZCCHC11;CDKN1B;CSF2;PDE3B;IRS2;NR3C1;ETS2;GLS;SLCO2B1;PIM1;PDE4B;CYTIP;DUSP4;PPP1R16B;DUSP5;TSPYL1;GPX4;MMD;TSC22D3;ARAP2;DUSP8;JOSD1;ELF1;SFPQ;RNF125;PIK3CA;THRAP3;NINJ1;WAC;VAMP4;SGK1;STAM2;TMF1;SH2D2A;ODC1;CREM;CXCR4;FURIN;PIK3R1;SLC7A1;FOXO1;RELA;CAMK2N1;UBC;MXI1;STAT4;IL21R;PMAIP1;SPAG9;STAT5A;STAT5B;XBP1;JUND;YES1;SMAD3;GOT1;SLC35E2;STAT3;EIF2S2;NFKB1;FOSL2;EIF1;KLF6;RNF103;IL5;BCL6;CD6;STK17B;AGO2;KBTBD2;REL;TAF4B;TAB2;KRAS;CD69
Chronic myeloid leukemia	16/73	1.5473901138875084E-9	7.373313892673978E-7	0	0	8.391459268325853	170.234984202436	STAT5A;STAT5B;SMAD4;CDKN1B;SMAD3;CHUK;CBLB;BRAF;PIK3R1;RELA;NFKB1;PIK3R5;BCR;PIK3CA;KRAS;SOS2
Acute myeloid leukemia	14/57	3.3462147722372453E-9	1.062980892647365E-6	0	0	9.710075123108444	189.49635009294056	STAT5A;STAT5B;CHUK;STAT3;BRAF;PIK3R1;RELA;NFKB1;PIK3R5;PIK3CA;KIT;PIM1;KRAS;SOS2
PDGFB signaling pathway	20/129	8.833398674556482E-9	2.104557234213082E-6	0	0	5.504587155963303	102.08106052585376	STAT5A;STAT5B;RAB4A;JUND;YES1;ITGB3;STAT3;BRAF;PIK3R1;WASL;BAIAP2;PIK3R5;PPP2CA;PIK3CA;ARPC3;ITGAV;KRAS;RAB5A;WASF2;PTPN2
Signaling by TGF-beta receptor complex	14/66	2.557873945825879E-8	4.8753077407441255E-6	0	0	8.025740102247058	140.30201027200368	TGIF1;SMAD4;SMAD3;CCNT1;USP9X;CCNC;FURIN;SMAD7;PPP1CB;PPM1A;UBB;UBC;PMEPA1;SKIL
Interleukin-5 regulation of apoptosis	20/144	5.9444327838624E-8	8.242523670508576E-6	0	0	4.834935332897187	80.44474497027957	DUSP4;MAP3K2;DUSP5;YES1;SDC4;CHUK;SRI;NFKB1;RELA;FOSL2;RAB21;SFPQ;TBK1;TRAF3;PIM1;REL;PDE4B;IL21R;CD69;SGK1
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	11/41	6.054319590090245E-8	8.242523670508576E-6	0	0	10.89225641025641	181.0283075638632	TGIF1;PPM1A;SMAD4;SMAD3;CCNT1;UBB;USP9X;UBC;CCNC;SKIL;SMAD7
Pathways in cancer	31/325	1.3684835757042114E-7	1.630206059557642E-5	0	0	3.187533743656193	50.37703408321335	CDKN1B;CUL2;TGFA;CBLB;PIK3R1;STK4;RELA;FOXO1;PIK3R5;HSP90B1;ITGAV;STAT5A;STAT5B;SMAD4;SMAD3;CHUK;FZD4;ITGA3;STAT3;ARNT;BRAF;NFKB1;BCR;PIK3CA;TRAF4;TRAF3;KIT;CCDC6;KRAS;SOS2;BIRC2
Interleukin-1 signaling pathway	18/125	1.555617106845605E-7	1.6472256698042906E-5	0	0	5.03155477391317	78.87577633689318	MAP3K2;UBE2I;MAP3K1;UBE2B;CHUK;UBE2E3;PIK3R1;UBE2J2;NFKB1;RELA;UBE2J1;PIK3CA;IRAK2;TOLLIP;REL;TAB2;SQSTM1;MAP3K14
TNF-alpha signaling pathway	16/101	1.988356124823641E-7	1.8949033869569297E-5	0	0	5.619042407660738	86.70624890518545	MAP3K1;CHUK;FBXW11;NFKB1;RELA;PPP2CA;TBK1;MADD;REL;TAB2;MAP4K5;GLUL;SQSTM1;MAP3K14;BIRC2;MAP4K4
