Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
E2F Targets	97/200	1.0764245188003322E-106	3.875128267681196E-105	0	0	51.143732711395565	12479.089957372604	NUP107;DSCC1;CCP110;BUB1B;MKI67;CDC20;CHEK2;CHEK1;STMN1;KPNA2;TIPIN;LIG1;MELK;CCNE1;TIMELESS;ASF1B;DNMT1;CDCA3;CDCA8;HMMR;RAD51AP1;CCNB2;PRDX4;RACGAP1;UBR7;BARD1;XRCC6;CBX5;PLK1;PAICS;POLA2;KIF18B;DIAPH3;ANP32E;CDK1;MXD3;EZH2;TOP2A;MCM7;SUV39H1;BRCA1;BRCA2;CKS1B;XPO1;MYBL2;TK1;POLE;DLGAP5;TCF19;HELLS;RFC2;KIF22;TUBG1;SMC1A;DCK;NME1;CIT;MMS22L;ESPL1;MCM3;MCM4;BIRC5;KIF2C;MCM5;MCM6;MCM2;PRIM2;PCNA;AURKB;AURKA;POLD1;USP1;RBBP7;E2F8;GINS1;RANBP1;DUT;CDKN2C;RRM2;SPAG5;GINS3;ATAD2;RPA2;NAP1L1;SSRP1;CENPE;RAD50;WEE1;TACC3;CENPM;NCAPD2;TRIP13;SPC24;RAN;MAD2L1;CDKN3;SPC25
G2-M Checkpoint	77/200	1.655047074337456E-74	2.979084733807421E-73	0	0	32.16531165311653	5464.483335826186	TOP2A;SUV39H1;CCNF;KIF11;MKI67;BRCA2;SMC2;KIF15;CKS1B;CDC20;CHAF1A;XPO1;EXO1;CHEK1;STMN1;PBK;NUSAP1;NEK2;MYBL2;FBXO5;KMT5A;KPNA2;HMGN2;POLE;KNL1;KIF22;SMC1A;TRAIP;CCNA2;TFDP1;RBL1;ESPL1;INCENP;MCM3;BIRC5;KIF2C;MCM5;MCM6;KIF20B;KPNB1;MCM2;PRIM2;DTYMK;TROAP;TTK;HMMR;AURKB;AURKA;CCNB2;CDC45;RACGAP1;NSD2;E2F1;RAD54L;BUB3;BUB1;BARD1;GINS2;POLQ;STIL;CDKN2C;UBE2C;PLK1;RPA2;CDC7;CDC6;NDC80;TPX2;CENPE;POLA2;CENPF;PRC1;TACC3;CDK1;EZH2;MAD2L1;CDKN3
Myc Targets V1	36/200	3.8281095057149906E-22	4.5937314068579885E-21	0	0	10.153617789161185	500.7205942737999	YWHAE;SET;PCNA;MCM7;TYMS;CDC20;PSMD7;PRDX4;XPO1;CDC45;USP1;BUB3;KPNA2;RANBP1;XRCC6;SF3A1;DUT;RRM1;RFC4;NCBP2;NAP1L1;NME1;CCNA2;TFDP1;TCP1;CDK2;UBA2;MCM4;PRPF31;MCM5;MCM6;KPNB1;RAN;MAD2L1;MCM2;EIF3B
Mitotic Spindle	34/199	3.1959495854395216E-20	2.876354626895569E-19	0	0	9.485640250485856	425.80866072394514	TOP2A;YWHAE;PIF1;TTK;KIF11;BRCA2;KIF15;AURKA;CCNB2;RACGAP1;NUSAP1;NEK2;KNTC1;FBXO5;ECT2;BUB1;DLGAP5;PLK1;KIF22;SMC1A;CKAP5;NDC80;ANLN;TPX2;CENPE;CENPF;ESPL1;INCENP;PRC1;SASS6;CDK1;BIRC5;KIF2C;KIF20B
DNA Repair	22/150	3.885695794231653E-12	2.79770097184679E-11	0	0	7.707383083140877	202.50161774125633	RFC5;FEN1;DUT;RFC4;PCNA;LIG1;NCBP2;RFC2;ALYREF;PRIM1;RPA2;SSRP1;AAAS;TYMS;NME1;POLA1;POLA2;RAD51;POLD1;DGCR8;TAF6;POLH
mTORC1 Signaling	17/200	3.504536161424047E-6	2.102721696854428E-5	0	0	4.1065199490979865	51.5838547983419	RRM2;PSMD13;CCNF;RPN1;PLK1;GSR;IFI30;TUBG1;AURKA;DHFR;EBP;PPA1;PSAT1;HMBS;MCM4;BUB1;MCM2
Spermatogenesis	13/135	1.2998319020088448E-5	6.684849781759774E-5	0	0	4.682497589199614	52.68133121336782	RFC4;TTK;NCAPH;AURKA;CCNB2;CDK1;NEK2;KIF2C;TOPBP1;NEFH;BUB1;EZH2;CDKN3
Apoptosis	8/161	0.031230349092679792	0.14053657091705907	0	0	2.2683686449971487	7.862993518490155	TOP2A;EBP;DAP;WEE1;CDK2;GSR;BRCA1;NEFH
Unfolded Protein Response	6/113	0.04443640163819758	0.17774560655279031	0	0	2.4275752971296547	7.5587321932773035	PSAT1;KHSRP;BANF1;LSM4;EIF4G1;CKS1B
Reactive Oxygen Species Pathway	3/49	0.10024699193581126	0.36088917096892054	0	0	2.81343786071566	6.471239681100446	PRDX4;GSR;NDUFS2
Myc Targets V2	3/58	0.14531658484300664	0.4755815503952945	0	0	2.351971037811746	4.536577163894687	PLK1;MCM4;MCM5
Androgen Response	4/100	0.19350506682346633	0.580515200470399	0	0	1.796840354767184	2.9512232827873626	XRCC6;GSR;DBI;CENPN
PI3K/AKT/mTOR  Signaling	4/105	0.21709182204812863	0.6011773533640485	0	0	1.7074487936598537	2.6080168293556696	YWHAB;CDK2;CDK1;E2F1
UV Response Up	5/158	0.2912735825797404	0.644433032452454	0	0	1.4082788671023965	1.7371011488916963	FEN1;RFC4;CCNE1;RPN1;CDK2
Estrogen Response Late	6/200	0.30431559865810326	0.644433032452454	0	0	1.3329276972883612	1.5857707023407814	CDC20;TOP2A;GINS2;STIL;KIF20A;CDC6
Glycolysis	6/200	0.30431559865810326	0.644433032452454	0	0	1.3329276972883612	1.5857707023407814	STMN1;CDK1;KIF20A;HMMR;GUSB;AURKA
p53 Pathway	6/200	0.30431559865810326	0.644433032452454	0	0	1.3329276972883612	1.5857707023407814	PIDD1;HINT1;PCNA;CCP110;IFI30;POLH
Pperoxisome	3/104	0.4227225822583414	0.8454451645166828	0	0	1.2777534390607201	1.100195733792513	TOP2A;GNPAT;ACSL5
Cholesterol Homeostasis	2/74	0.5044589340780183	0.9558169277267715	0	0	1.1940765268579838	0.8170693619966969	EBP;GUSB
Apical Surface	1/44	0.6371125384105594	0.9902026133380121	0	0	0.9989755148038111	0.4503471224941688	BRCA1
