Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mTORC1 Signaling	29/200	3.9094535420543416E-24	1.8374431647655406E-22	0	0	17.319444444444443	933.4945812428533	IDI1;CDKN1A;TFRC;SLC2A1;AK4;SLC2A3;ENO1;HMGCR;HK2;LDHA;NAMPT;PGK1;LDLR;STARD4;EGLN3;TPI1;SDF2L1;HMGCS1;HSPA4;ELOVL6;SQLE;SLC6A6;SLC7A5;ACLY;PFKL;P4HA1;ETF1;ALDOA;GAPDH
Glycolysis	24/200	3.6495489629111935E-18	8.576440062841305E-17	0	0	13.56922011998154	544.8303504370642	EGLN3;TPI1;MDH1;PGAM1;AKR1A1;AK4;ENO1;MIF;PYGL;HK2;VEGFA;SOD1;PPP2CB;LDHA;FUT8;PKM;P4HA1;P4HA2;PGK1;PGM2;NDUFV3;ALDOA;SLC16A3;PFKP
Hypoxia	22/200	6.289291753488877E-16	9.853223747132575E-15	0	0	12.173846761899384	426.11522981537314	CDKN1A;TPI1;ANXA2;SLC2A1;AK4;SLC2A3;ENO1;MIF;NDRG1;HK2;VEGFA;SLC6A6;LDHA;PFKL;P4HA1;P4HA2;PGK1;PGM2;ALDOC;ALDOA;GAPDH;PFKP
Cholesterol Homeostasis	11/74	5.306830161078741E-10	6.235525439267521E-9	0	0	16.392743764172337	350.0974717771239	IDI1;SQLE;STARD4;HMGCS1;GLDC;ALDOC;HMGCR;HSD17B7;LDLR;SREBF2;ACTG1
Fatty Acid Metabolism	9/158	6.744192274620957E-5	5.379591756728764E-4	0	0	5.59294668861593	53.71602318988449	IDI1;LDHA;HMGCS1;MDH1;ACSL4;MIF;ACO2;ALDOA;HSD17B7
IL-2/STAT5 Signaling	10/199	7.684616116900203E-5	5.379591756728764E-4	0	0	4.9123598886632065	46.53824864281703	IFITM3;SOCS2;CISH;P4HA1;IL2RA;EMP1;SNX9;SLC2A3;NDRG1;HK2
Oxidative Phosphorylation	10/200	8.012157935553478E-5	5.379591756728764E-4	0	0	4.886255924170616	46.08699649464391	AFG3L2;LDHA;OAT;MDH1;UQCRQ;COX4I1;UQCRFS1;COX7A2;ACO2;COX6A1
Adipogenesis	9/200	3.9703701536745805E-4	0.002332592465283816	0	0	4.353748888669367	34.09630189161081	ACLY;PFKL;GPAT4;UQCRQ;ELOVL6;ACO2;ALDOA;COX6A1;SOD1
TNF-alpha Signaling via NF-kB	8/200	0.0017631908300093314	0.007533633546403506	0	0	3.8315727699530515	24.294585787944715	CDKN1A;NAMPT;TRIP10;SLC2A3;SOD2;LDLR;HBEGF;VEGFA
G2-M Checkpoint	8/200	0.0017631908300093314	0.007533633546403506	0	0	3.8315727699530515	24.294585787944715	PLK4;SQLE;SLC7A5;DBF4;CKS2;KIF23;RAD23B;LMNB1
Estrogen Response Late	8/200	0.0017631908300093314	0.007533633546403506	0	0	3.8315727699530515	24.294585787944715	PLK4;SLC7A5;FAM102A;SLC16A1;CISH;IMPA2;RBBP8;CKB
Protein Secretion	5/96	0.004264055061901768	0.016700882325781922	0	0	5.008140008140008	27.332097771701363	TMED10;BNIP3;GNAS;COPE;SOD1
PI3K/AKT/mTOR  Signaling	5/105	0.006221346975705455	0.0204047332937549	0	0	4.555324074074074	23.13999328802141	CDKN1A;DUSP3;CSNK2B;SLC2A1;RAC1
Estrogen Response Early	7/200	0.006946292185108051	0.0204047332937549	0	0	3.319500266330928	16.4964134541499	SLC7A5;FAM102A;SLC16A1;CISH;SLC39A6;SLC2A1;RBBP8
E2F Targets	7/200	0.006946292185108051	0.0204047332937549	0	0	3.319500266330928	16.4964134541499	PLK4;CDKN1A;TFRC;CKS2;IPO7;SNRPB;LMNB1
Myc Targets V1	7/200	0.006946292185108051	0.0204047332937549	0	0	3.319500266330928	16.4964134541499	PSMD8;RSL1D1;LDHA;PGK1;ETF1;RAD23B;EIF3D
Unfolded Protein Response	5/113	0.008428002782661124	0.023300948869710167	0	0	4.216177983539095	20.1372901134769	SLC7A5;EIF4A3;EEF2;YWHAZ;VEGFA
Apoptosis	6/161	0.00908570044311627	0.02372377337924804	0	0	3.5332033008252064	16.60977767730451	IFITM3;CDKN1A;EMP1;ETF1;SOD2;SOD1
Reactive Oxygen Species Pathway	3/49	0.01688691955484666	0.04177290626725226	0	0	5.903370562425209	24.09293008382129	SOD2;PFKP;SOD1
Interferon Gamma Response	6/200	0.023983389427991015	0.05337134984294809	0	0	2.8173099976024933	10.509675734825342	IFITM3;CDKN1A;IFITM2;NAMPT;SOD2;PFKP
Inflammatory Response	6/200	0.023983389427991015	0.05337134984294809	0	0	2.8173099976024933	10.509675734825342	IFITM1;CDKN1A;SLC31A1;NAMPT;LDLR;HBEGF
Androgen Response	4/100	0.024982333969039535	0.05337134984294809	0	0	3.779377880184332	13.944341019855882	IDI1;HMGCS1;HMGCR;NDRG1
Pperoxisome	4/104	0.0283256997381873	0.05788295163890449	0	0	3.627465437788018	12.928235195876766	IDI1;ACSL4;SOD2;SOD1
Apical Junction	5/200	0.07151511472512254	0.12004322828859855	0	0	2.324786324786325	6.132429369807998	ARPC2;CTNNA1;ACTN4;VCL;ACTG1
Epithelial Mesenchymal Transition	5/200	0.07151511472512254	0.12004322828859855	0	0	2.324786324786325	6.132429369807998	TPM4;ITGB5;VIM;PPIB;VEGFA
p53 Pathway	5/200	0.07151511472512254	0.12004322828859855	0	0	2.324786324786325	6.132429369807998	CDKN1A;GM2A;ZMAT3;NDRG1;HBEGF
heme Metabolism	5/200	0.07151511472512254	0.12004322828859855	0	0	2.324786324786325	6.132429369807998	TFRC;P4HA2;BSG;SLC2A1;NUDT4
Allograft Rejection	5/200	0.07151511472512254	0.12004322828859855	0	0	2.324786324786325	6.132429369807998	DYRK3;IL2RA;GZMB;DEGS1;EIF3D
Interferon Alpha Response	3/97	0.09251270775547613	0.1499343884312889	0	0	2.881856334179192	6.859997511821996	IFITM3;IFITM1;IFITM2
UV Response Up	4/158	0.09831674515200582	0.1540295674048091	0	0	2.349033455024238	5.448726199486791	TFRC;BSG;ALDOA;SOD2
TGF-beta Signaling	2/54	0.11988715997177896	0.181764403828181	0	0	3.4645240604144716	7.34896337653173	CDK9;BMPR1A
Myc Targets V2	2/58	0.13468065795352474	0.19781221636923946	0	0	3.216405740378343	6.448407186953096	PLK4;HK2
