Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Interleukin-2 signaling pathway	33/847	2.015810891784652E-5	0.011550596409926055	0	0	2.3783783783783785	25.714798519185113	EPHB6;RERE;MACF1;KMT2C;TCF7;RASGRP2;ADD3;SAMHD1;MLLT3;SMC4;DPP4;INPP5F;TCOF1;STK38;S1PR1;FAM53B;KCNN4;GTF2I;DENND2D;TIA1;VPS13A;ARHGEF18;IL16;MAPK11;GPRC5B;SBK1;SELL;RASA1;ID3;EVL;IL6ST;BRWD1;SSBP2
PIP2 hydrolysis	4/25	9.095681546878825E-4	0.2605912763180783	0	0	10.680272108843537	74.78903934295316	DGKA;PRKCQ;RASGRP2;DGKZ
ATM-mediated phosphorylation of repair proteins	2/5	0.0030156138904512977	0.5189896968060926	0	0	37.202651515151516	215.92239836302443	MDC1;ATM
Mitochondrial tRNA aminoacylation	3/21	0.005771826924680999	0.5189896968060926	0	0	9.320037986704653	48.04262074687076	RARS2;MARS2;TARS2
Cation-coupled chloride cotransporters	2/7	0.006185805016440239	0.5189896968060926	0	0	22.319318181818183	113.50485077276629	SLC12A6;SLC12A7
Double-strand break repair	3/22	0.006596574676786956	0.5189896968060926	0	0	8.82905982905983	44.33251717851837	MDC1;PRKDC;ATM
Mismatch repair	3/23	0.007487858339882865	0.5189896968060926	0	0	8.387179487179488	41.05081900257275	MSH2;MSH3;MLH3
Lysine degradation	4/44	0.007501839475537371	0.5189896968060926	0	0	5.601714285714285	27.406986666928187	SETDB1;NSD1;EHMT1;ASH1L
Recruitment of repair and signaling proteins to double-strand breaks	2/8	0.00815167063046219	0.5189896968060926	0	0	18.598484848484848	89.45001523541566	MDC1;ATM
IGF1 receptor signaling through beta-arrestin	3/25	0.009474692765196985	0.5428998954457872	0	0	7.6239316239316235	35.52089582310672	MAPK11;INSR;IGF1R
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	5/75	0.010609696395992909	0.5526687304458124	0	0	4.0065493246009005	18.21372091074413	CACNB1;LEF1;TCF7;ITGA6;CACNA2D4
Phosphatidylinositol signaling system	5/78	0.012436072467404389	0.5938224603185596	0	0	3.8413078462927346	16.852408927809112	INPP4B;PIKFYVE;DGKA;DGKZ;PLCB2
Thromboxane A2 receptor signaling	4/56	0.0172164816966479	0.7298351075243686	0	0	4.3063736263736265	17.492007855172982	MAPK11;TBXA2R;PRKCQ;PLCB2
PIP biosynthesis at the early endosome membrane	2/13	0.021421711913835267	0.7298351075243686	0	0	10.142045454545455	38.97943339850745	INPP4B;PIKFYVE
Ion channel transport	4/61	0.022849009463301463	0.7298351075243686	0	0	3.927619047619048	14.841873466606488	GABRR2;ATP8A1;ATP11C;ATP1B3
Colorectal cancer	4/62	0.024094599733075588	0.7298351075243686	0	0	3.859704433497537	14.380361496411954	MSH2;MSH3;LEF1;TCF7
Interleukin-6 regulation of target genes	2/14	0.02470346748364804	0.7298351075243686	0	0	9.296401515151516	34.404231134913964	ABCC4;ABCC5
Ion transport by P-type ATPases	3/36	0.02551259663594163	0.7298351075243686	0	0	5.07977207977208	18.635565308106823	ATP8A1;ATP11C;ATP1B3
Rap1 signaling	2/16	0.031829852877781964	0.7298351075243686	0	0	7.967532467532467	27.466878309110555	RASGRP2;PRKACB
Dilated cardiomyopathy	5/100	0.03251337286014516	0.7298351075243686	0	0	2.9484240687679084	10.10160691090638	CACNB1;PRKAG2;ITGA6;CACNA2D4;PRKACB
PAC1 receptor pathway	3/40	0.033535860390247745	0.7298351075243686	0	0	4.529683529683529	15.378909527315132	PRKCQ;PRKACB;PLCB2
Energy-dependent regulation of mTOR by LKB1-AMPK	2/17	0.03565925324012097	0.7298351075243686	0	0	7.435984848484848	24.78968926483515	CAB39L;PRKAG2
Plasma membrane estrogen receptor signaling	3/41	0.035722959678904556	0.7298351075243686	0	0	4.410256410256411	14.694805307911121	MAPK11;PLCB2;IGF1R
Activated AMPK stimulation of fatty-acid oxidation in muscle	2/18	0.03965632130974999	0.7298351075243686	0	0	6.970880681818182	22.49855166852595	CAB39L;PRKAG2
Adherens junction cell adhesion	4/74	0.04224032597590766	0.7298351075243686	0	0	3.1960816326530614	10.113616548658822	INSR;LEF1;TCF7;IGF1R
Small ligand GPCRs	2/19	0.043813958216413304	0.7298351075243686	0	0	6.560494652406417	20.519933750674706	TBXA2R;S1PR1
Class C GPCRs (metabotropic glutamate and pheromone receptors)	2/19	0.043813958216413304	0.7298351075243686	0	0	6.560494652406417	20.519933750674706	GPRC5B;GRM6
Transfer RNA aminoacylation	3/46	0.04772365005249184	0.7298351075243686	0	0	3.896442059232757	11.854255539839048	RARS2;MARS2;TARS2
N-glycan antennae elongation in the medial/trans-Golgi	2/20	0.04812526262493664	0.7298351075243686	0	0	6.195707070707071	18.797453256966755	ST6GAL1;ST8SIA6
Regulation of NFAT transcription factors	3/47	0.050332660604518284	0.7298351075243686	0	0	3.8076923076923075	11.3815772516685	DGKA;PRKCQ;IKZF1
S1P/S1P1 pathway	2/21	0.05258352597301863	0.7298351075243686	0	0	5.869318181818182	17.28721040916629	S1PR1;PLCB2
ChREBP regulation by carbohydrates and cAMP	2/21	0.05258352597301863	0.7298351075243686	0	0	5.869318181818182	17.28721040916629	PRKAG2;PRKACB
IGF1 signaling pathway	2/21	0.05258352597301863	0.7298351075243686	0	0	5.869318181818182	17.28721040916629	RASA1;IGF1R
Insulin signaling pathway	9/277	0.058927344082173816	0.7298351075243686	0	0	1.8862426995457495	5.3408019862730365	CYTH3;MAPK11;INSR;RASA1;PRKAG2;RHOH;PRKCQ;PRKACB;IGF1R
BAD phosphorylation mediated by IGF1R signaling	2/23	0.06191503149349049	0.7298351075243686	0	0	5.309794372294372	14.771807024633306	PRKACB;IGF1R
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	2/23	0.06191503149349049	0.7298351075243686	0	0	5.309794372294372	14.771807024633306	AVEN;MAPK11
MicroRNAs in cardiomyocyte hypertrophy	4/85	0.06411810012649655	0.7298351075243686	0	0	2.7604938271604937	7.583155442670166	IL6ST;PLCB2;IGF1R;LRP6
Progesterone-mediated oocyte maturation	4/86	0.06635226897803462	0.7298351075243686	0	0	2.726689895470383	7.396902511691114	MAPK11;CDC23;PRKACB;IGF1R
Signal transduction of S1P receptor	2/24	0.06677577930858283	0.7298351075243686	0	0	5.068181818181818	13.716602532137205	S1PR1;PLCB2
PI3K pathway	3/53	0.06738695266068685	0.7298351075243686	0	0	3.3497435897435897	9.035276316317308	CYTH3;PIKFYVE;PRKCQ
Basigin interactions	2/25	0.0717584886027676	0.7298351075243686	0	0	4.847579051383399	12.770700381985021	ATP1B3;ITGA6
Salivary secretion	4/89	0.0732941836430151	0.7298351075243686	0	0	2.6300504201680672	6.873042442902384	ATP1B3;KCNN4;PRKACB;PLCB2
Physiological and pathological hypertrophy  of the heart	2/26	0.07685734729943974	0.7298351075243686	0	0	4.645359848484849	11.919083846216697	MAPK11;IL6ST
Inositol phosphate metabolism	3/57	0.08002563239490779	0.7298351075243686	0	0	3.1009813232035452	7.831243942894965	INPP4B;PIKFYVE;PLCB2
