Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Myc Targets V1	50/200	8.623886627121247E-41	3.708271249662136E-39	0	0	18.797101449275363	1734.0599198479888	EIF4A1;RPLP0;PHB2;RPL6;RRP9;EEF1B2;TRIM28;MYC;C1QBP;RUVBL2;RACK1;RPS10;CCT3;CCT2;STARD7;RPS5;RPL22;RPS6;CAD;NHP2;VDAC1;PABPC1;PRPS2;SF3B3;CSTF2;SRSF1;NOLC1;PHB;GSPT1;PSMA7;SRM;PCBP1;G3BP1;FAM120A;POLD2;RPS3;RPL14;RPS2;CYC1;RPL18;CCT7;CCT5;NPM1;PA2G4;EIF2S1;CDK4;APEX1;IMPDH2;HDGF;ABCE1
Myc Targets V2	16/58	1.4867545092101253E-14	3.1965221948017695E-13	0	0	19.663776856388992	626.0867058169141	NPM1;NIP7;PRMT3;NOP2;PPAN;NOLC1;PHB;PA2G4;PPRC1;RRP9;SRM;TBRG4;MYBBP1A;CDK4;MYC;UTP20
mTORC1 Signaling	13/200	1.8094587965449886E-4	0.0025935576083811504	0	0	3.533807430635272	30.45192322322499	CYB5B;NUP205;TOMM40;SHMT2;STC1;IMMT;DHCR24;RRP9;CCT6A;PSME3;PSMG1;PHGDH;PDK1
Unfolded Protein Response	9/113	4.0873001546550523E-4	0.004393847666254181	0	0	4.371985850936628	34.11222604876621	EIF4A1;RPS14;NPM1;DKC1;STC2;NHP2;NOLC1;EIF2S1;RRP9
E2F Targets	12/200	6.526240350655775E-4	0.005612566701563966	0	0	3.2359868896172435	23.73437608147711	NUP205;RFC1;CDK4;MYC;SRSF1;POLD2;HMGA1;NOLC1;PA2G4;EIF2S1;GSPT1;TBRG4
IL-2/STAT5 Signaling	11/199	0.002083662403481023	0.014932913891613999	0	0	2.958596520390071	18.265274800359425	ITIH5;SHE;UCK2;AHCY;SOCS1;MYC;NOP2;BCL2;LRRC8C;DRC1;GATA1
G2-M Checkpoint	10/200	0.0065883554966368885	0.04047132662219803	0	0	2.654135338345865	13.33026602955047	PRMT5;UCK2;DKC1;CDK4;MYC;G3BP1;SRSF1;HMGA1;NOLC1;GSPT1
Adipogenesis	8/200	0.045611249089635104	0.21792041231714548	0	0	2.0901162790697674	6.453444909215254	ITIH5;SCARB1;SAMM50;UQCRC1;IMMT;CYC1;TKT;YWHAG
Oxidative Phosphorylation	8/200	0.045611249089635104	0.21792041231714548	0	0	2.0901162790697674	6.453444909215254	UQCRC1;IMMT;VDAC1;CYC1;SLC25A5;PHB2;SLC25A4;LRPPRC
Fatty Acid Metabolism	6/158	0.09368968149364774	0.3144974298716795	0	0	1.97398863482614	4.673945579433536	ADSL;NCAPH2;FASN;APEX1;GAD2;DHCR24
Estrogen Response Early	7/200	0.10239451205124449	0.3144974298716795	0	0	1.8145932375407297	4.135316742345654	SCARB1;MYBBP1A;IGFBP4;MYC;STC2;FASN;BCL2
Xenobiotic Metabolism	7/200	0.10239451205124449	0.3144974298716795	0	0	1.8145932375407297	4.135316742345654	AHCY;MTHFD1;SHMT2;IGFBP4;LONP1;GART;CNDP2
p53 Pathway	7/200	0.10239451205124449	0.3144974298716795	0	0	1.8145932375407297	4.135316742345654	SOCS1;RPL36;RACK1;NOL8;XPC;RPL18;RPS12
Allograft Rejection	7/200	0.10239451205124449	0.3144974298716795	0	0	1.8145932375407297	4.135316742345654	EIF5A;NPM1;RPS9;SOCS1;RPS19;ABCE1;RPL9
Pperoxisome	4/104	0.15051907272588333	0.43148800848086555	0	0	1.9953964194373401	3.77861330592692	CTBP1;DHCR24;PABPC1;SLC25A4
Wnt-beta Catenin Signaling	2/42	0.20114210139661998	0.5176151383747861	0	0	2.4891857506361323	3.992015837737563	KAT2A;MYC
Hypoxia	6/200	0.20463854307840382	0.5176151383747861	0	0	1.5432910184718946	2.4484467272608708	SCARB1;STC2;BCL2;STC1;PDK1;GALK1
Spermatogenesis	4/135	0.2774714262049591	0.6628484070451801	0	0	1.5207824915561976	1.9496999093640675	SHE;PSMG1;PCSK4;TSN
Cholesterol Homeostasis	2/74	0.4310451675811119	0.9254936392067831	0	0	1.3806191687871077	1.1618495649176133	FASN;LSS
Notch Signaling	1/32	0.4720867815508863	0.9254936392067831	0	0	1.6025871950221058	1.2028898507788797	KAT2A
Hedgehog Signaling	1/36	0.5126384139110693	0.9254936392067831	0	0	1.4191443074691805	0.9482502699731973	DPYSL2
Angiogenesis	1/36	0.5126384139110693	0.9254936392067831	0	0	1.4191443074691805	0.9482502699731973	STC1
Glycolysis	4/200	0.5595094117274642	0.9254936392067831	0	0	1.0130486977399655	0.5882722423128358	STC2;STC1;PGLS;GALK1
heme Metabolism	4/200	0.5595094117274642	0.9254936392067831	0	0	1.0130486977399655	0.5882722423128358	ACSL6;HDGF;PGLS;GATA1
DNA Repair	3/150	0.5713467712901774	0.9254936392067831	0	0	1.013015410245731	0.567044440777051	IMPDH2;XPC;SMAD5
Androgen Response	2/100	0.5905119265611075	0.9254936392067831	0	0	1.0129822921535026	0.5336040690731199	DHCR24;PA2G4
UV Response Up	3/158	0.6066066577322333	0.9254936392067831	0	0	0.9603357472021067	0.48004755150068706	CYB5B;PPAT;SLC25A4
PI3K/AKT/mTOR  Signaling	2/105	0.6171087448811042	0.9254936392067831	0	0	0.9635613528002174	0.46512072260367016	CDK4;PDK1
Reactive Oxygen Species Pathway	1/49	0.6241701287673653	0.9254936392067831	0	0	1.0341053299492386	0.4874072493128702	PTPA
TGF-beta Signaling	1/54	0.6599334953836613	0.9459046767165812	0	0	0.936308782683651	0.38914511102779953	FKBP1A
Estrogen Response Late	3/200	0.7588574712350927	0.9818592362291073	0	0	0.7539624987050658	0.20804939517611595	SCARB1;IGFBP4;BCL2
IL-6/JAK/STAT3 Signaling	1/87	0.8243421954243833	0.9818592362291073	0	0	0.5760535946169283	0.11127601340073826	SOCS1
Protein Secretion	1/96	0.8533304498021445	0.9818592362291073	0	0	0.5212396473417045	0.0826729913396252	ATP1A1
Bile Acid Metabolism	1/112	0.8935848980141694	0.9818592362291073	0	0	0.4457401564000549	0.050151977438771325	DHCR24
Mitotic Spindle	2/199	0.9065271426014423	0.9818592362291073	0	0	0.5013626793763966	0.04920087911563972	RFC1;LRPPRC
Myogenesis	2/200	0.9080187503483838	0.9818592362291073	0	0	0.4988048423162927	0.04812980415111359	PTP4A3;STC2
Inflammatory Response	2/200	0.9080187503483838	0.9818592362291073	0	0	0.4988048423162927	0.04812980415111359	MYC;OSM
UV Response Dn	1/144	0.9440251150480273	0.9818592362291073	0	0	0.3454261474566043	0.01989741251443216	MYC
TNF-alpha Signaling via NF-kB	1/200	0.9818592362291073	0.9818592362291073	0	0	0.24750656837486926	0.004531183153363865	MYC
